Japanese|Romaji|Russian|Utility|Type
お目に掛ける|omenikakeru|вежл. показывать; предлагать  чьему  л. вниманию|10|
面|omo;mo|кн. 009619_|10|
思い|omoi|мысль; думы; ожидания; желания|10|
思い上がる|omoiagaru|быть о себе высокого мнения|10|
思い当たる|omoiataru|прийти на ум; вспомниться; додуматься; догадаться; вспомнить|10|
思い入る|omoiiru|редк. задумываться; размышлять|10|
思い入れ|omoiire|преданность; привязанность  к чему  л.; театр. актерская игра без слов (посредством пластики; мимики и т.п.); перен. чересчур аффектированное изображение эмоций; переигрывание; нареч. сколько вздумается|10|
思い入れ お する|omoiire o suru|принять позу; переигрывать|10|
思い浮かぶ|omoiukabu|приходить на ум; приходить в голову|10|
思い起こす|omoiokosu|вспоминать; вызывать в памяти|10|
思い返す|omoikaesu|вспоминать; возвращаться мыслью  к чему  л.; подумать еще раз; переосмыслить|10|
思い掛けず|omoigakezu|неожиданно; к удивлению|10|
思い掛けない|omoigakenai|неожиданный; непредвиденный; невообразимый|10|
思い切った|omoikitta|радикальный; решительный; смелый|10|
思い切って|omoikitte|решительно; смело; без колебаний|10|
思い切り|omoikiri|решимость; твердое намерение; смирение; отказ  от чего  л.; нареч. сколько влезет; изо всех сил; до последнего|10|
思い切る|omoikiru|бросить мысли  о чем  л., отказаться  от чего  л.; решиться  на что  л.|10|
思い焦がれる|omoikogareru|сгорать от любви; сохнуть  по кому  л.|10|
思い込む|omoikomu|быть под впечатлением _ что...; быть убежденным  в чем  л., забрать  что  л. себе в голову; поставить  что  л. целью; упорно стремиться  к чему  л., добиваться  чего  л.|10|
思い知る|omoishiru|осознать; понять; получить урок|10|
思い過し|omoisugoshi|напрасные переживания; напускные страхи|10|
思い過す|omoisugosu|тревожиться понапрасну; слишком много думать  о чем  л.|10|
思い立つ|omoitatsu|задумать; решить сделать  что  л.|10|
思い付き|omoitsuki|[внезапная]  идея; [случайная]  мысль|10|
思い付く|omoitsuku|надумать; придумать; осениться идеей; напасть на мысль; прийти на ум; прийти в голову|10|
思い詰める|omoitsumeru|упорно (долго; настойчиво) думать  о чем  л., лелеять (мысль и т.п.); быть поглощенным (горем и т.п.), терзаться|10|
思い止まる|omoitodomaru|раздумать; отказаться от мысли  сделать что  л.|10|
思い直す|omoinaosu|передумать; раздумать|10|
思い悩む|omoinayamu|беспокоиться; быть в растерянности|10|
思い残す|omoinokosu|сожалеть; оставлять с сожалением (обычно в отрицательных конструкциях)|10|
思い惑う|omoimadou|колебаться; быть в замешательстве; не знать _ на что решиться|10|
思い乱れる|omoimidareru|быть в смятении из  за мыслей  о чем  л.|10|
思い巡らす|omoimegurasu|обдумывать; размышлять  над чем  л.|10|
思い遣り|omoiyari|отзывчивость; чуткость; |10|
思い遣り の ある|omoiyari no aru|отзывчивый; чуткий; внимательный; |10|
思い遣り の ない|omoiyari no nai|черствый; сухой|10|
憶う|omou|думать; вспоминать|10|
想う|omou|думать|10|
念う|omou|думать|10|
思えらく|omoeraku|полагаю; что...|10|
重々しい|omoomoshii|серьезный; торжественный|10|
面影|omokage|облик; образ; лицо; черты; обр. тень  чего  л., напоминание  о чем  л.|10|
重き|omoki|вес; важная роль|10|
重苦しい|omokurushii|тяжелый; обременительный; гнетущий|10|
重し|omoshi|пресс; гнет|10|
重石|omoshi|пресс; гнет     131493_|10|
面白がる|omoshirogaru|развлекаться  чем  л.; находить удовольствие  в чем  л.|10|
面白味|omoshiromi|интерес; занятность; |10|
