Japanese|Romaji|Russian|Utility|Type
呉れる|kureru|давать; дарить (о 2- м и 3- м лице); после деепричастия указывает на  направленность действия от 3- го  лица к любому; или от 2- го к 1- му|8|
呉れ|kure|с деепричастием образует фамильярную  форму повелительного наклонения|8|
呉々も|kureguremo|повторно; снова и снова; еще и еще; убедительно; искренне (просить)|8|
呉|GO|у (древнекитайское царство; vi  v вв. до н. э.); названия нескольких других китайских  царств различных исторических периодов; китайская фамилия|8|
悟る|satoru|понимать; постигать; осознавать; будд. достичь просветления|8|
悟り|satori|понимание; осознание; будд. духовное просветление; сатори|8|
孔|ana|отверстие; дыра; скважина; щель; трещина|8|
巧む|takumu|замышлять|8|
巧み|takumi|умелый; искусный; ловкий|8|
巧い|umai|умелый; искусный; ловкий|8|
慌てる|awateru|волноваться; нервничать; суетиться; паниковать|8|
慌しい|awatadashii|взволнованный; растерянный; суетливый; беспокойный|8|
慌てふためく|awatefutameku|паниковать|8|
抗する|KOUSURU|противодействовать; сопротивляться; протестовать|8|
抗う|aragau|спорить; ссориться|8|
拘る|kakawaru|упорно держаться (правил и т.п.)|8|
拘らず|kakawarazu|несмотря на  что  л.; вопреки  чему  л.; независимо от  чего  л.|8|
控える|hikaeru|удерживаться  от чего  л.; быть воздержанным; записывать; ожидать; иметь  [перед собой]|8|
控え|hikae|записи; заметки; копия; дубликат; корешок (чека и т.п.); ожидание; резерв; опора|8|
攻める|semeru|наступать; атаковать; нападать; вторгаться|8|
攻め|seme|атака; нападение|8|
攻|KOU|подача (в бейсболе)|8|
更に|sarani|снова; еще раз; сверх того; еще  [больше]; с отриц. нисколько; союз  кроме того; вдобавок; затем|8|
更ける|fukeru|темнеть (о ночи); делаться поздней (об осени)|8|
更かす|fukasu|сидеть допоздна|8|
更|sara|сокр. само собой|8|
更々|sarasara|с отр. нисколько; ничуть; совершенно|8|
江|e|бухта|8|
溝|mizo|канава; ров; траншея; водосток; выемка; желоб; паз; вырез; переносное:  пропасть|8|
溝|dobu|[водосточная]  канава|8|
溝|sesenagi|архаичное:  сточная канава|8|
甲|kinoe|й циклический знак (небесный ствол) китайского календаря|8|
甲|KOU|й; панцирь; броня; подъем (ноги); тыльная сторона (руки)|8|
甲|yoroi|доспехи|8|
硬い|katai|твердый; жесткий; сухой; чопорный; натянутый; книжный; выспренний|8|
絞る|shiboru|выжимать; выдавливать; вымогать; обирать; бранить; сжимать; стягивать; сужать; фокусировать [ся]|8|
絞り|shibori|сибори; узелковое крашение; фото [ирисовая]  диафрагма|8|
絞り の|shibori no|пестрый; (о ткани)|8|
お絞り|oshibori|мокрое полотенце (подается к столу)|8|
絞める|shimeru|давить; сжимать; душить|8|
絞まる|shimaru|быть сжатым|8|
綱|tsuna|канат; веревка; трос|8|
綱|KOU|биол. класс|8|
衡|kubiki|ярмо|8|
貢ぐ|mitsugu|ист. платить дань; оказывать денежную поддержку|8|
購う|aganau|приобретать|8|
項|KOU|параграф; пункт|8|
項|unaji|затылок; задняя часть шеи|8|
剛|GOU|твердость в идиомах|8|
豪い|erai|великий; выдающийся|8|
克つ|katsu|преодолевать; побеждать|8|
克く|yoku|умело; хорошо|8|
酷い|hidoi|жестокий; несправедливый; ужасный; сильный|8|
