Japanese|Romaji|English|Utility|Type
縁|fuchi|edge; brink; verge; brim; border; hem; fringe; rim; margin; frame|8|
縁|yosuga|way; means; reminder|8|
艶|EN|charming; fascinating|8|
艶|tsuya|gloss; glaze; sheen; charm; love; romance|8|
艶っぽい|tsuyappoi|romantic; amorous; spicy|8|
艶やか|adeyaka|charming; fascinating|8|
艶やか|adeyakana|charming; fascinating|8|
艶めかしい|namamekashii|charming; fascinating|8|
艶めく|namameku|be charming|8|
艶やか な|tsuyayaka na|shiny; glossy; bright|8|
艶々 な|tsuyatsuya na|shiny; glossy; bright|8|
殴る|naguru|hit; strike; beat; thrash|8|
憶う|omou|think; remember|8|
俺|ore|I; myself (in male informal speech)|8|
嫁|yome|daughter  in  law; bride; young wife|8|
嫁ぐ|totsugu|wed a man|8|
嫁する|KASURU|wed a man; blame (someone else)|8|
暇|hima|spare time; leisure; time for  smth.; vacation; leave; dismissal; discharge; divorce; econ. stagnaton|8|
暇 な|hima na|free; spare; slack; dull; stagnant|8|
暇 に|hima ni|in one's spare moments|8|
暇 が ない|hima ga nai|have no time|8|
暇|itoma|leisure; time to spare; dismissal; discharge; divorce; leave  taking; farewell; good  bye|8|
暇 する|itoma suru|say good  bye; leave|8|
稼ぐ|kasegu|work for one's living; earn|8|
稼ぎ|kasegi|labor; work; earnings; income; pay|8|
華|hana|fig. flower of  smth., essence; spirit|8|
華やか な|hanayaka na|flowery; bright; gorgeous|8|
華々しい な|hanabanashii na|flowery; bright; gorgeous|8|
華|KA|floweriness in idioms:|8|
雅びやか|miyabiyaka|elegant; graceful; refined|8|
雅びやか|miyabikana|elegant; graceful; refined|8|
雅びた|miyabita|elegant; graceful; refined|8|
雅|GA|lit:  elegance; good taste|8|
介して を|KAISHITE wo|through the medium of  smb.|8|
壊す|kowasu|break down; destroy; demolish; injure; impair; damage; ruin; take apart; disassemble; pull to pieces; upset; frustrate; spoil; mar|8|
壊れる|kowareru|break; be broken; come to pieces; be destroyed; be damaged; get out of order; fall through; miscarry; be upset; be broken off|8|
怪しい|ayashii|doubtful; questionable; suspicious; strange; mysterious; uncanny; clumsy; awkward; poor|8|
怪しむ|ayashimu|doubt; suspect; be suspicious; wonder; marvel|8|
怪しげ|ayashige|strange; dubious|8|
怪しげ|ayashigena|strange; dubious|8|
怪しからん|keshikaran|rude; impertinent; insulting; disgraceful; shameful; inexcusable; outrageous; indecent; mean; absurd|8|
怪|KAI|> lit:; mystery; wonder; apparition; specter|8|
悔い|kui|regret; repentance|8|
悔いる|kuiru|repent; regret; be sorry|8|
悔やむ|kuyamu|repent; regret; be sorry; lament; mourn; condole|8|
悔やみ|kuyami|condolence; repentance; regret|8|
悔しい|kuyashii|regrettable; vexatious; mortifying|8|
戒める|imashimeru|admonish; remonstrate; warn; caution; reprove|8|
戒め|imashime|admonition; remonstrance; warning; caution; lesson; precept|8|
戒め と する|imashime to suru|take warning from  smth.|8|
戒|KAI|Buddh. commandment[s]|8|
概して|GAISHITE|in general; on the whole; as a rule|8|
概ね|oomune|lit: in general; on the whole; as a rule|8|
の概 ある|NO GAI ARU|looking like...|8|
蓋|futa|cover; lid; flap|8|
蓋し|kedashi|probably; after all|8|
蓋う|oou|to cover|8|
核|KAKU|nucleus; core; kernel; atomic nucleus|8|
核 の|KAKU no|nuclear|8|
核|sane|fruit stone; kernel; seed|8|
殻|kara|shell; crust; husk; castoff skin|8|
獲る|eru|gain; acquire; get; win; earn|8|
郭|kuruwa|red  light district; area enclosed by earthwork|8|
括る|kukuru|bundle up; lump together; sum up|8|
括り|kukuri|tying; summing up; bundle; knot|8|
括る|kubiru|constrict|8|
括れる|kubireru|be constricted|8|
括れ|kubire|constriction; compression|8|
括れ|kurumeru|constriction; compression|8|
括れ|kurume|constriction; compression|8|
渇|KATSU|thirst|8|
渇する|KASSURU|be thirsty|8|
渇く|kawaku|dry out; parch (esp. of one's throat)|8|
渇き|kawaki|thirst|8|
滑る|suberu|slide; glide; skate; ski; slip; be slippery; flunk  (an examination)|8|
滑り|suberi|sliding; slipping; skating; skiing|8|
滑らす|suberasu|slip; miss one's footing; let one's tongue slip|8|
滑らか|nameraka|smooth|8|
滑らか|namerakana|smooth|8|
滑る|numeru|be slippery; play all the time|8|
滑り|numeri|slime|8|
冠|kanmuri|crown; diadem; (crown of a Japanese  emperor and court nobles); top kanji radical|8|
冠|KAN|crown; diadem|8|
冠 たる|KAN taru|the first; the best|8|
冠する|KANSURU|crown; cap; entitle; name; designate|8|
お冠 だ|okanmuri da|be displeased|8|
勘|KAN|intuition; perception in idioms:|8|
喚く|wameku|scream; shout|8|
堪える に|taeru ni|endure; bear; stand; withstand; resist|8|
堪える|taeru|be fit for|8|
堪る|tamaru|bear; put up with|8|
堪らない|tamaranai|[be]  unbearable|8|
堪える|koraeru|bear; endure; withstand; restrain; control; stifle; pardon; forgive; put up with  smth.|8|
堪える|kotaeru|endure|8|
寛|KAN|lit:  leniency; generosity; indulgence|8|
寛ぐ|kutsurogu|relax; be at ease; feel comfortable|8|
寛ぎ|kutsurogi|relaxation; ease|8|
寛げる|kutsurogeru|loosen; ease; relax|8|
寛 した|yuttari shita|quiet; calm; leisurely|8|
寛い|hiroi|broad  minded|8|
患う|wazurau|fall ill; be afflicted with|8|
患い|wazurai|illness; sickness|8|
敢えて|aete|boldly; daringly|8|
敢えない|aenai|sad; tragic; transitory; ephemeral; frail; feeble|8|
歓|KAN|joy; pleasure|8|
環|wa|ring; circle; wheel; loop; link|8|
環|tamaki|obsolete:  bracelet; male name|8|
肝|kimo|liver; viscera; pluck; courage|8|
貫|KAN|unit of weight (3.75  kg; 1000  momme); old monetary unit: a thousand stringed  coins; one mon each|8|
貫く|tsuranuku|penetrate; pierce; perforate; attain; carry though|8|
貫く|nuku|pierce; shoot through|8|
貫|nuki|brace; thin and narrow board|8|
還る|kaeru|go back  [home]; return|8|
還す|kaesu|send  smb. back; dismiss|8|
鑑みる|kangamiru|take into account|8|
鑑|kagami|paragon; model|8|
閑|KAN|spare time; leisure|8|
閑|hima|spare time; leisure|8|
閑か|shizuka|quiet|8|
陥る|ochiiru|lapse into; fall into; fall (as of a castle); cave in; sink|8|
陥れる|otoshiireru|entrap; ensnare; allure; entice; decoy into  smth.; reduce  smb.(to despair etc.); capture; take (a castle etc.)|8|
含む|fukumu|hold in one's mouth; contain; comprise; imply; involve; bear in mind; cherish; understand|8|
含める|fukumeru|include; give instructions; make one understand|8|
含み|fukumi|implication; hidden meaning; atmosphere; tone (of the market)|8|
含ませる|fukumaseru|soak (in water); saturate; make  smb. hold  smth. in the mouth|8|
頑 と して|GAN to shite|stubbornly; firmly|8|
頑 な|kataku na|obstinate; stubborn|8|
企てる|kuwadateru|intend; plan; plot; undertake; try|8|
企て|kuwadate|plan; project; attempt|8|
企む|takuramu|contrive; frame up|8|
企み|takurami|plan (esp. bad), intrigue|8|
忌む|imu|detest; abhor; hate; shun; abstain from|8|
忌み|imi|abstinence; taboo; mourning|8|
忌まわしい|imawashii|abominable; ominous|8|
忌々しい|imaimashii|vexing; annoying; hateful; accursed; detestable; disgusting; regretful|8|
既に|sudeni|already; previously|8|
既に|sude|already; previously|8|
棄てる|suteru|throw away; dump; discard; abandon; leave; desert; dismiss; forsake; give up|8|
祈る|inoru|pray; wish|8|
祈り|inori|prayer|8|
軌|KI|track; way in idioms:|8|
輝く|kagayaku|glitter; sparkle; shine; bright; brilliant; glorious|8|
輝かす|kagayakasu|brighten; glorify|8|
輝かしい|kagayakashii|brilliant; glorious|8|
偽る|itsuwaru|lie; deceive; falsify; feign|8|
偽り|itsuwari|lie; falsehood|8|
偽り の|itsuwari no|false; untrue|8|
偽り の ない|itsuwari no nai|honest; truthful; sincere|8|
偽|nise|fake; counterfeit; forgery|8|
偽 の|nise no|false; counterfeit|8|
宜しい|yoroshii|good; fine; alright; OK|8|
宜しく|yoroshiku|well; properly; suitably; regards; best wishes|8|
宜|ube|lit:  true; well said|8|
宜|mube|lit:  true; well said|8|
戯れる|tawamureru|play; sport; frolic; jest; flirt|8|
戯れ|tawamure|play; fun; joke; flirtation|8|
戯れる|jareru|play the fool; joke; jest|8|
戯れる|zareru|play the fool; joke; jest|8|
戯ける|odokeru|informal:  play the fool; act like a clown|8|
戯けた|odoketa|informal:  funny; comic; clownish|8|
戯け|odoke|> colloquial:; joke; jest; humor; clownery; buffoonery|8|
戯ける|tawakeru|be playful; gambol|8|
擬する|GISURU|point (a gun) at; aim; imitate; mimic; liken; compare|8|
擬い|magai|imitation; sham|8|
擬える|nazoraeru|liken; compare|8|
擬く|modoku|> arch:; imitate; mimic; criticize|8|
擬き|modoki|> arch:; imitation; criticism|8|
欺く|azamuku|deceive; cheat|8|
喫する|KISSURU|eat; drink; smoke|8|
却って|kaette|on the contrary; rather|8|
脚|ashi|leg of furniture; leg; foot|8|
虐げる|shiitageru|tyrannize; persecute; oppress|8|
虐める|ijimeru|torment; bully; tease|8|
虐め|ijime|bullying|8|
虐め する|ijime suru|torment; bully|8|
朽ちる|kuchiru|decay; rot; remain in seclusion|8|
窮める を|kiwameru wo|reach the end of  smth.; carry  smth. to extremity|8|
窮まる|kiwamaru|reach an extreme; be at an extremity; come to an end; be at a loss|8|
窮まり|kiwamari|extremity; limit|8|
窮する|KYUUSURU|be destitute; be in distress|8|
糾す|tadasu|inquire; investigate|8|
糾う|azanau|twist (a rope etc.)|8|
拒む|kobamu|refuse; decline; deny|8|
拒ぐ|fusegu|protect; prevent|8|
拠る|yoru|be based on  smth.; hold (a fortress)|8|
拠|yoridokoro|ground; foundation|8|
距|kedume|cockspur|8|
距|kezume|cockspur|8|
凶|KYOU|bad luck|8|
叫ぶ|sakebu|shout; scream; cry; clamor for; advocate|8|
叫び|sakebi|shout; scream; outcry|8|
叫く|wameku|scream; shout|8|
峡|hazama|gorge; ravine; glen; defile; narrow pass|8|
恭しい|uyauyashii|respectful; reverent|8|
挟む|hasamu|put between; hold between; insert; interpose; pinch|8|
挟む|sashihasamu|insert|8|
挟む|wakibasamu|hold under the arm|8|
挟まる|hasamaru|be caught in; lie between|8|
矯める|tameru|straighten; correct; redress; aim with one eye|8|
脅かす|obiyakasu|threaten; menace; intimidate|8|
脅す|odosu|threaten; menace; intimidate|8|
脅かす|odokasu|threaten; menace; intimidate|8|
脅える|obieru|get frightened|8|
仰ぐ|aogu|look up; face upward; respect; revere; depend on; ask for|8|
仰しゃる|ossharu|polite  say; tell; talk|8|
仰せ|ouse|statement or command (of a superior)|8|
仰々しい|GYOUGYOUSHII|bombastic; exaggerated|8|
仰く|aonoku|look up|8|
凝る|koru|get stiff; feel stiff; be absorbed in; be a fanatic; elaborate|8|
凝らす|korasu|strain; rack; concentrate|8|
凝り|kori|stiffness|8|
凝った|kotta|exquisite; refined|8|
凝る|kogoru|congeal; freeze|8|
凝らす|kogorasu|congeal; freeze|8|
凝る|shikoru|become stiff; harden; indurate|8|
凝り|shikori|stiffness (in a muscle), induration|8|
暁|akatsuki|dawn; daybreak|8|
暁には|akatsukiniha|if; when; in the event of|8|
暁には|akatsukiniwa|if; when; in the event of|8|
菌|KIN|bacteria; germ; fungus; mushroom; mold|8|
菌|kinoko|mushroom|8|
謹む|tsutsushimu|be prudent; be cautious; be careful; be moderate; restrain oneself|8|
謹んで|tsutsushinde|reverently; respectfully|8|
愚か|oroka|stupid; foolish; silly|8|
愚か|orokana|stupid; foolish; silly|8|
愚かしい|orokashii|stupid; foolish; silly|8|
愚|GU|stupidity in idioms:|8|
愚な|GUNA|stupid; silly|8|
偶|GUU|even number|8|
偶|tama|occasionally; not often|8|
偶|tamani|occasionally; not often|8|
偶々|tamatama|accidentally; casually|8|
偶さか に|tamasaka ni|not often; occasionally|8|
偶さか の|tamasaka no|infrequent; occasional|8|
遇する|GUUSURU|treat; deal with; entertain; receive|8|
遇う|au|meet with  smth., encounter; experience|8|
隅|sumi|corner; nook|8|
隅っこ|sumikko|corner; nook|8|
隅々|sumizumi|every nook and cranny|8|
屈む|kagamu|bend; lean over; crouch; stoop|8|
屈まる|kagamaru|bend; lean over; crouch; stoop|8|
屈める|kagameru|incline; bend (one's legs etc.)|8|
屈する|KUSSURU|bend; flex; yield to; give in|8|
屈む|kogomu|stoop; bend down; lean forward|8|
掘る|horu|dig; excavate|8|
靴|kutsu|boots; shoes|8|
繰る|kuru|wind; reel in; spin; turn (pages), look up|8|
勲|isao|meritorious deed|8|
勲|isaoshi|meritorious deed|8|
薫ずる|KUNZURU|be scented; be fragrant|8|
薫る|kaoru|be scented; be fragrant|8|
薫り|kaori|aroma; fragrance; odor|8|
啓く|hiraku|enlighten; edify|8|
憩う|ikou|take a rest; relax; repose|8|
憩い|ikoi|repose; rest; relaxation|8|
掲げる|kakageru|raise; hoist; put up; publish; mention|8|
茎|kuki|stalk; stem|8|
茎|nakago|tang|8|
鶏|niwatori|chicken; hen; rooster|8|
鶏|tori|chicken; fowl; poultry|8|
隙|suki|gap; interval; crack; figurative:  free minute; room; space; opportunity; chance; unpreparedness; weak point|8|
隙|hima|gap; crack; spare time; leisure|8|
倹しい|tsumashii|frugal; economical; thrifty|8|
献じる|KENJIRU|present; dedicate; offer|8|
肩|kata|shoulder[s]|8|
賢い|kashikoi|wise; intelligent|8|
賢しい|sakashii|wise; intelligent|8|
賢しら|sakashira|pert; impertinent|8|
賢しら|sakashirana|pert; impertinent|8|
軒|noki|eaves|8|
遣る|yaru|give; present; dispatch; send; remove; do; perform; undertake; perform on stage; eat; drink; smoke; run (business); after '  te'  form of a verb indicates  an action taken for somebody else|8|
遣わす|tsukawasu|dispatch; send; give; present|8|
遣す|yokosu|send; forward; hand over; pass; deliver|8|
幻|maboroshi|phantom; apparition; vision; illusion; dream|8|
幻 の|maboroshi no|phantasmal; illusive; dreamlike|8|
弦|tsuru|bowstring; string (of a musical  instrument)|8|
弦|GEN|bowstring; geom. chord; quarter (of the moon)|8|
孤|KO|lit:  orphan; loneliness|8|
弧|KO|arc|8|
枯れる|kareru|wither; die; dry up; be seasoned; mature  [with age](as of one's style etc.)|8|
枯れた|kareta|withered; dead; seasoned|8|
枯らす|karasu|kill (plants), let wither; season|8|
枯ればむ|karebamu|begin to wither|8|
誇る|hokoru|be proud; boast; brag|8|
誇り|hokori|pride|8|
誇り と する|hokori to suru|be proud of  smth.|8|
誇らしい|hokorashii|proud|8|
誇らしげ|hokorashige|proudly|8|
誇らしげ|hokorashigeni|proudly|8|
雇う|yatou|employ; hire; engage; charter; hire|8|
雇い|yatoi|employment; employee|8|
顧みる|kaerimiru|look back; turn around; review the past; retrospect; examine oneself; give attention to; take notice of; take into consideration|8|
鼓|tsudumi|tsuzumi (Japanese hand drum  shaped like an hourglass)|8|
鼓|tsuzumi|(Japanese hand drum  shaped like an hourglass)|8|
鼓す|kosu|beat; rouse; muster|8|
鼓する|KOSURU|beat; rouse; muster|8|
呉れる|kureru|give; present (2 nd or 3 rd person); after a verb in ' te'  form indicates  the direction of an action:  from 2 nd person to 1 st person  or from 3 rd person to any person|8|
呉れ|kure|familiar imperative form|8|
呉々も|kureguremo|repeatedly; over and over again; earnestly (ask)|8|
呉|GO|Wu (ancient Chinese kingdom; 6-5  cent. BC); names of several other Chinese states  of various historical periods; Chinese surname|8|
悟る|satoru|realize; understand; discern; attain spiritual enlightenment|8|
悟り|satori|understanding; comprehension; Buddh. spiritual enlightenment|8|
孔|ana|aperture; hole; slit|8|
巧む|takumu|contrive|8|
巧み|takumi|skillful; dexterous|8|
巧い|umai|skillful; dexterous|8|
慌てる|awateru|lose one's head; be flurried; be confused; be in a hurry|8|
慌しい|awatadashii|flurried; bustling; hurried|8|
慌てふためく|awatefutameku|be panicked|8|
抗する|KOUSURU|resist; defy; protest|8|
抗う|aragau|argue; quarrel|8|
拘る|kakawaru|stick to (an opinion)|8|
拘らず|kakawarazu|in spite of; regardless of|8|
控える|hikaeru|hold back; refrain from  smth.; be moderate; write down; make notes; wait; have (something in hand)|8|
控え|hikae|notes; memo; copy; duplicate; stub (of a check etc.); waiting; reserve; prop; stay|8|
攻める|semeru|attack; assault; take the offensive|8|
攻め|seme|attack; offensive|8|
攻|KOU|batting (in baseball)|8|
更に|sarani|again; once more; moreover; furthermore; with neg.[not]  at all; conj. besides; also; then|8|
更ける|fukeru|grow late (as of a night; autumn etc.)|8|
更かす|fukasu|sit up till late|8|
更|sara|abbrev. of course|8|
更々|sarasara|with neg.[not]  at all; whatever|8|
江|e|inlt; cov|8|
溝|mizo|ditch; gutter; drain; channel; groove; slot; figurative:  gap; gulf|8|
溝|dobu|[drainage]  ditch|8|
溝|sesenagi|arch:  sewer; drainage ditch|8|
甲|kinoe|st calendar sign (celestial stem)  in  Chinese sexagenary cycle|8|
甲|KOU|the first; shell; carapace; armor; back of the hand; instep|8|
甲|yoroi|[suit of]  armor|8|
硬い|katai|hard; tough; stiff; formal; dry; formal; bookish|8|
絞る|shiboru|wring; extract; squeeze; close tight; extort; scold; make narrow; focus|8|
絞り|shibori|tie  dying; tie  dyed fabric; photo  iris diaphragm; stop|8|
絞り の|shibori no|tie  dyed; parti  colored; variegated|8|
お絞り|oshibori|wet towel (supplied at table)|8|
絞める|shimeru|press; squeeze; strangle|8|
