Japanese|Romaji|English|Utility|Type
エンリッチナア|enritchinaa|tech. enricher|10|
遠慮会釈 なく|enryoeshaku naku|ruthlessly|10|
塩類|enrui|salts; in compounds  saline|10|
遠路|enro|long road (way; distance; journey)|10|
緒|o|cord; strap; thong; string|10|
尾|o|tail|10|
麻|o|arch.; hemp; ramie; thread made of hemp or ramie fiber|10|
お足|oashi|inf. money; cash; coin|10|
オアシス|oashisu|oasis|10|
老い|oi|lit.; old age; old person|10|
追い撃ち|oiuchi|pursuit; attacking the routed enemy|10|
追々 に|oioi ni|gradually; by and by; in due time|10|
追い返す|oikaesu|drive back; repel; repulse; turn away; send away; show the door|10|
追い掛ける|oikakeru|run after  smb., take off after  smb., chase; pursue|10|
追い風|oikaze|favorable wind; tailwind|10|
追河|oikawa|pale chub (fish),= Zacco platypus|10|
追い越し|oikoshi|passing; overtaking|10|
追い越す|oikosu|pass; overtake; outrun; outstrip; leave  smb. behind|10|
追い込み|oikomi|last spurt; final lap; theater  gallery; public room (in a restaurant etc.); typogr. run  on|10|
追い込む|oikomu|drive  smb. into (a corner etc.); strike inward (a disease); typogr. run on|10|
生い茂る|oishigeru|grow thickly (luxuriantly; profusely; in abundance)|10|
オイスタア|oisutaa|oyster|10|
追い出し|oidashi|expulsion; eviction; ejection; dismissal; drum beat at the end of performance|10|
追い出す|oidasu|expel; turn out; drive out; discharge; dismiss; fire; sack|10|
生い立ち|oitachi|growth; breeding; upbringing; one's childhood; one's personal history|10|
追い立てる|oitateru|drive  [on; ahead; away]; evict; eject; force to leave|10|
オイタナジイ|oitanajii|euthanasia (Germ. Euthanasie)|10|
オイヂプス|oidipusu|myth. Oedipus|10|
追い散らす|oichirasu|disperse; scatter; drive away; rout|10|
追い詰める|oitsumeru|corner; drive  smb. to bay; run down|10|
置いて を|oite wo|after next; but one|10|
置いてきぼり に する|oitekibori ni suru|give the slip; leave  smb. behind|10|
お暇しましょうか|oitomashimashouka|expr. Shall we go ?|10|
追剥|oihagi|highwayman; robber|10|
追い歯車|oihaguruma|ratchet  [wheel]|10|
追い払う|oiharau|drive away; get rid of  smb.; scatter (the enemy); clear (a house of rats etc.) 409166_|10|
追い回す|oimawasu|run after  smb., chase about; chivy; follow  smb. around; hang about  smb., dangle after  smb.; order  smb. around|10|
追い遣る|oiyaru|drive  smb. away; relegate|10|
俺等|oira|we; I (low  style pronoun used by men)|10|
己等|oira;orera|we; I (low  style pronoun used by men)|10|
オイリイ の|oirii no|oily|10|
老いる|oiru|grow old; be old|10|
オイルサアヂン|oirusaadin|sardines in oil; oiled sardines|10|
オイルサンド|oirusando|geol. oil (tar; bituminous) sands|10|
オイルシェエル|oirusheeru|geol. oil shale|10|
オイルショック|oirushokku|oil shock (as of the oil crisis in 1973)|10|
オイルシルク|oirushiruku|[waterproof]  oiled silk|10|
オイルスキン|oirusukin|oilskin|10|
オイルダラア|oirudaraa|oil dollars; petrodollars|10|
オイルドレザア|oirudorezaa|oiled leather|10|
オイルパック|oirupakku|[cosmetic]  oil pack|10|
オイルヒイタア|oiruhiitaa|oil heater|10|
オイルフェンス|oirufensu|oil fence|10|
オイルブレエキ|oirubureeki|hydraulic brakes (literally  )|10|
オイルペインチング|oirupeintingu|oil painting|10|
オイルペイント|oirupeinto|oil paint|10|
オイルボウル|oirubouru|oil ball (congealed ball of crude oil spilled in the sea)|10|
オイルマネエ|oirumanee|oil money; petromoney|10|
オイルロウド|oiruroudo|oil road; route of oil tankers (Strait of Malacca etc.)|10|
応|ou|yes (in idioms)|10|
王|ou|king; monarch; shogi  king|10|
逐う|ou|drive away; expel; pursue; chase|10|
負う|ou|carry on the back; assume; bear (responsibility); sustain (an injury etc.); owe; bear a debt|10|
欧亜|oua|Europe and Asia; |10|
欧亜 の|oua no|European and Asian; Eurasian|10|
王位|oui|the throne; kingship|10|
押印|ouin|sealing; affixing one's seal; |10|
押印 する|ouin suru|stamp; seal; put one's seal on  smth.|10|
押韻|ouin|rhyme; rhyming; |10|
押韻 する|ouin suru|rhyme|10|
オウエエ|ouee|abbrev. OA; office automation|10|
オウエス|ouesu|OS|10|
オウエル|oueru|female office worker (literally; abbrev. OL)|10|
黄鉛|ouen|chem. chrome yellow|10|
応援歌|ouenka|rooters' (fight) song; team anthem|10|
応援団|ouendan|sports  cheering squad; cheerleading group|10|
応援団長|ouendanchou|sports  head of a cheerleading group|10|
往々|ouou|sometimes; occasionally; often|10|
押下|ouka|pressing (a button; a key etc.); |10|
押下 する|ouka suru|press|10|
欧化|ouka|Europeanization; |10|
欧化 する|ouka suru|Europeanize|10|
王化|ouka|arch. beneficial influence of a righteous sovereign; euph. assimilation of new territories|10|
黄化|ouka|bot. etiolation|10|
横隔膜|oukakumaku|anat.[thoracic]  diaphragm; midriff|10|
黄褐色|oukasshoku;koukasshoku|yellowish brown|10|
オウガニゼエション|ouganizeeshon|organization; structure|10|
オウガニック の|ouganikku no|organic (as of food etc.)|10|
巨鐘|ougane|large hanging bell|10|
往還|oukan|traffic; passage back and forth; highway; main road|10|
往還 する|oukan suru|travel (along a road), come and go|10|
王冠|oukan|[royal]  crown; fig.[metal]  bottle cap|10|
凹眼|ougan|lit. cavernous eyes|10|
凹眼鏡|ougankyou|concave glasses (spectacles)|10|
オウガンヂイ|ougandii|organdy|10|
横議|ougi|lit. arguing persistently; |10|
横議 する|ougi suru|argue persistently|10|
扇|ougi|folding fan|10|
オウキシン|oukishin|auxin (plant growth hormone)|10|
扇歯鯨|ougihakujira|Stejneger's beaked whale; = Mesoplodon stejnegeri|10|
応急|oukyuu|stopgap; makeshift; |10|
応急 の|oukyuu no|temporary; makeshift|10|
王宮|oukyuu|royal palace; king's palace|10|
応急攻撃|oukyuukougeki|milit. hasty attack|10|
応急処置|oukyuushochi|makeshift measure; emergency repair; quick fix; first aid; urgent treatment|10|
応急渡河|oukyuutoka|milit. hasty crossing|10|
黄玉|ougyoku;kougyoku|min. topaz|10|
オウク|ouku|oak (general term),= Quercus|10|
オウクション|oukushon|auction|10|
オウクル|oukuru|ochre|10|
王家|ouke|royal family (house)|10|
凹形|oukei|concave shape; |10|
凹形 の|oukei no|concave|10|
オウケエ|oukee|OK; okay; all right; one's approval; |10|
オウケエ する|oukee suru|approve|10|
オウケストラ|oukesutora|orchestra|10|
オウケストラボックス|oukesutorabokkusu|orchestra pit (literally  )|10|
王権|ouken|royal authority; regal power; crown prerogatives|10|
往航|oukou|voyage out (of a ship); flight out (of an aircraft); |10|
往航 の|oukou no|outbound; departing|10|
横行|oukou|walk sidewise; go sideways; sidle; loiter; gad about; hang around; fig. be rampant (rife; prevalent; common; widespread)|10|
王侯|oukou|king and lords; royalty and nobility; |10|
王侯 の|oukou no|royal; fig. lordly; luxurious|10|
王公|oukou|royalty and titled nobility; aristocrat; nobleman|10|
王国|oukoku|kingdom; monarchy; realm (also fig.)|10|
黄金|ougon|gold (metal; color); gold; money   123932_|10|
黄金 の|ougon no|golden|10|
黄金郷|ougonkyou|El Dorado (Japanese name of a mythical country in South America)|10|
黄金時代|ougonjidai|golden age; heyday|10|
黄金崇拝|ougonsuuhai|mammon worship; worship of gold|10|
黄金の術|ougonnojutsu|Taoist alchemy (trials of the ancient Chinese to turn cinnabar into gold and become immortal)|10|
黄金万能主義|ougonbannoushugi|belief in the omnipotence of money; mammonism|10|
黄金比|ougonhi|math. golden ratio; divine proportion|10|
黄金律|ougonritsu|rel. the Golden Rule (principle of treating others as one would wish to be treated)|10|
王座|ouza|throne; fig. top spot; crown|10|
殴殺 する|ousatsu suru|beat to death|10|
横座標|ouzahyou|math. abscissa; x  coordinate|10|
王様|ousama|king|10|
奥旨|oushi|lit. profound meaning; essential purport|10|
横死|oushi|tragic (untimely; violent) death; |10|
横死 する|oushi suru|die a tragic death|10|
王師|oushi|royal forces; imperial army; monarch's teacher|10|
雄牛|oushi|bull|10|
往事|ouji|lit. past events; things of old|10|
往時|ouji|lit. old days; bygone times|10|
欧字|ouji|European letter [s], alphabetic character [s](esp. Latin)|10|
王子|ouji|[Royal or Imperial]  prince|10|
王事|ouji|lit. affairs of the Emperor; Royal business|10|
皇子|ouji;koushi;miko|imperial prince|10|
王室|oushitsu|royal family (house)|10|
往日|oujitsu|lit. bygone days; old times|10|
応じて に|oujite ni|correspondingly; according to  smth.; in proportion to  smth.|10|
王者|ouja;ousha|monarch; ruler; king; fig. champion|10|
オウシャノウト|oushanouto|oceanaut|10|
オウシャン|oushan|ocean|10|
オウシャンレエス|oushanreesu|ocean race|10|
応手|oushu|go; shogi  countermove|10|
応酬|oushuu|reply; answer; response; retaliation; reciprocation; give  and  take; exchange; ritual exchange of cups|10|
応酬 する|oushuu suru|reply; reciprocate; give in return|10|
押収|oushuu|confiscation; sequestration; seizure; |10|
押収 する|oushuu suru|confiscate; sequestrate; seize; impound|10|
欧州|oushuu|Europe; |10|
欧州 の|oushuu no|European|10|
欧州委員会|oushuuiinkai|European Commission; EC (executive of the European Union)|10|
欧州共同体|oushuukyoudoutai|European Community; EC|10|
欧州諸国|oushuushokoku|European countries|10|
欧州通貨単位|oushuutsuukatan'i|European Currency Unit; ECU (used in 1979-1998)|10|
欧州連合|oushuurengou|European Union; EU|10|
王女|oujo|princess of the blood; daughter of a monarch|10|
応召 する|oushou suru|obey the calling  up order; be called to the colors; be drafted|10|
王将|oushou|the King (chess piece in shogi)|10|
往生|oujou|[calm]  death; submission; |10|
往生 する|oujou suru|die; pass away; breath one's last; yield; submit; give in; resign  [oneself to fate]; be in a fix; be at one's wit's end; be nonplused|10|
王城|oujou|lit. Royal (Imperial) castle (palace)|10|
応召兵|oushouhei|milit. draftee; conscript|10|
黄色人種|oushokujinshu;koushokujinshu|yellow race; mongoloid peoples|10|
応じる|oujiru|respond; answer; fulfill; consent; comply with  smth.; act in accordance with  smth.|10|
往信|oushin|letter sent to get a reply|10|
往診|oushin|doctor's visit; sick call|10|
王水|ousui|chem. aqua regia (mixture of nitric and hydrochloric acids)|10|
黄水|ouzui;kimizu|vomit with gall|10|
オウストラリア|ousutoraria|Australia; |10|
オウストラリア の|ousutoraria no|Australian|10|
オウストラリア人|ousutorariajin|Australian  [person]|10|
オウストリア|ousutoria|Austria; |10|
オウストリア の|ousutoria no|Austrian|10|
オウストリア人|ousutoriajin|Austrian  [person]|10|
仰せ|ouse|statement or command (of a superior)|10|
旺盛|ousei|lit. fine (flourishing) condition; |10|
旺盛 な|ousei na|excellent; flourishing; prosperous; high|10|
王制|ousei|monarchical system; monarchy; kingship|10|
王政|ousei|monarchy; Imperial (Royal) rule|10|
往昔|ouseki|lit. old (ancient) times|10|
応接|ousetsu|reception; |10|
応接 する|ousetsu suru|receive (visitors)|10|
仰せ付かる|ousetsukaru|be charged with a task; receive a command|10|
仰せ付ける|ousetsukeru|command; order; request; |10|
仰せ付ける を|ousetsukeru wo|appoint (to a post)|10|
応接セット|ousetsusetto|lounge suite; reception furniture set|10|
応接間|ousetsuma|reception room; drawing room; parlor|10|
応戦 する|ousen suru|fight back; respond to an attack; return fire (also fig.)|10|
横線|ousen|horizontal line|10|
オウセンチック な|ousentikku na|authentic|10|
王族|ouzoku|[members of]  royal family; blood royal; royalty|10|
オウソドックス な|ousodokkusu na|orthodox|10|
オウソライズ する|ousoraizu suru|authorize|10|
オウソリチイ|ousoritii|authority on  smth.|10|
殴打|ouda|blow; beating; leg. assault and battery; |10|
殴打 する|ouda suru|give  smb. a blow; beat; drub|10|
オウダア|oudaa|order; succession; sequence; order; request; archit. order|10|
オウダア する|oudaa suru|order; place an order|10|
オウダアフォウム|oudaafoumu|order form|10|
オウダアメエド の|oudaameedo no|made  to  order; custom  made (literally  )|10|
応対|outai|reception; manner of dealing with  smb.; |10|
応対 する|outai suru|receive (customers etc.), wait on  smb.; deal with  smb.|10|
横隊|outai|milit. rank; line; |10|
横隊 で|outai de|in line; |10|
横隊 に なる|outai ni naru|form a line; be drawn up in line|10|
黄体|outai|biol. corpus luteum|10|
黄体ホルモン|outaihorumon|biochem. progesterone|10|
応諾|oudaku|lit. consent; assent; compliance; |10|
応諾 する|oudaku suru|consent|10|
横奪|oudatsu|lit. seizure; misappropriation; |10|
横奪 する|oudatsu suru|seize; plunder; misappropriate|10|
横断歩道|oudanhodou|pedestrian crossing|10|
オウヂエンス|oudiensu|audience; hearers|10|
オウヂオ|oudio|audio  [system]; in compounds  audio|10|
オウヂオビジュアル な|oudiobijuaru na|audiovisual|10|
オウヂオメエタア|oudiomeetaa|audiometer (device for evaluating hearing loss)|10|
オウヂション|oudishon|audition|10|
オウヂトリアム|ouditoriamu|auditorium|10|
オウヂナリイ な|oudinarii na|ordinary|10|
オウチャアド|ouchaado|orchard|10|
横着|ouchaku|dishonesty; impudence; laziness; |10|
横着 な|ouchaku na|dishonest; cunning; sly; tricky; wicked; bad; selfish; impudent; brazen; cheeky; rude; lazy; idle; neglectful|10|
王朝|ouchou|dynasty; monarchical (Imperial) rule|10|
王手|oute|check (in shogi or chess); fig. decisive step towards the victory|10|
王手 に する|oute ni suru|check (the opponent's king)|10|
オウデコロン|oudekoron|eau de Cologne|10|
黄鉄鉱|outekkou|min.[iron]  pyrite; fool's gold|10|
横転|outen|turning (rolling) over onto one side; av. barrel roll; |10|
横転 する|outen suru|turn onto its side; roll over; make a barrel roll|10|
オウト|outo|in compounds  auto -, automatic; oat|10|
オウド|oudo|poet. ode|10|
王土|oudo|lit. royal (Imperial) domain|10|
黄土|oudo|geol. yellow soil; loess  123310_|10|
応答|outou|response; answer; reply; |10|
応答 する|outou suru|reply; answer; respond|10|
王統|outou|lit. royal lineage|10|
黄桃|outou|yellow peach (a sort)|10|
桜桃|outou|cherry (fruit)|10|
王道|oudou|lit.; righteous government (according to Confucian principles of ancient Chinese emperors); royal (easy; straight) road (popular European expression)|10|
黄銅|oudou;koudou|brass|10|
黄銅鉱|oudoukou|min. copper pyrites; chalcopyrite; fool's gold|10|
オウトキャmプ|outokyanpu|motor homing; campering; caravanning (literally  )|10|
オウトクチュウル|outokuchuuru|Fr. haute couture; high fashion|10|
オウトクラシイ|outokurashii|polit. autocracy|10|
オウトクラッチ|outokuratchi|auto  automatic clutch|10|
オウトクロス|outokurosu|autocross|10|
オウト三輪|outosanrin|[motorized]  three  wheeler|10|
オウトショウ|outoshou|auto show|10|
オウトストップ|outosutoppu|auto [matic]  stop (of a record player etc.)|10|
オウトチェンジャア|outochenjaa|auto  changer (of records on a record  player)|10|
凹凸|outotsu|unevenness; roughness; ruggedness; |10|
凹凸 の ある|outotsu no aru|uneven; rugged; jaggy|10|
オウトドア|outodoa|automatic door (literally  )|10|
オウドトワレ|oudotoware|toilet water (Fr. eau de toilette)|10|
オウトナアス|outonaasu|auto  nurse|10|
オウトパアラア|outopaaraa|auto parlor; auto show|10|
オウトバイ|outobai|motorcycle (literally  )|10|
